ID,Policy Start Date,Policy End Date,Gender,Age,First Transaction Date,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,target
ID_1WECVV8,27/02/10,26/02/11,Female,39,27/02/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_1WNJ0W7,08/10/10,24/02/11,Male,51,08/10/10,4,Saloon,,Honda,Victoria Island,Lagos,Customized Motor,0
ID_1WOSE2V,30/01/10,29/01/11,Female,36,30/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_1WP8205,28/03/10,25/03/11,Female,44,28/03/10,1,Saloon,Grey,Nissan,Lekki,Lagos,Car Classic,1
ID_1WPK52R,19/12/10,30/11/11,Male,44,19/12/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_1WQCILU,08/01/10,07/01/11,Female,42,08/01/10,2,Saloon,Black,Honda,,,Car Classic,0
ID_1WRRVHH,23/05/10,22/05/11,Male,34,23/05/10,3,Saloon,Wine,TOYOTA,Ajah,Lagos,Car Classic,1
ID_1WVLUT7,30/09/10,25/03/11,Female,46,30/09/10,1,,,,,,Car Classic,0
ID_1WW2RDU,28/07/10,26/07/11,Entity,7,28/07/10,2,JEEP,,Hyundai,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_1WW48MU,21/02/10,20/02/11,Male,38,21/02/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_1WWO8JV,19/04/10,18/04/11,Male,48,19/04/10,1,,,Honda,Oshodi-Isolo,Oshodi-Isolo,Customized Motor,0
ID_1WZRBH7,29/08/10,28/08/11,Male,35,29/08/10,1,Saloon,,Lexus,Obia/Akpor,Obia-Akpor,Car Plus,0
ID_1X0ZXMR,23/05/10,22/05/11,Female,30,23/05/10,1,Saloon,Silver,Kia,,,Car Plus,0
ID_1XCL75X,13/11/10,12/11/11,Male,66,13/11/10,2,Saloon,,TOYOTA,Abuja Municipal,Abuja-Municipal,CarSafe,0
ID_1XJWN0I,09/04/10,08/04/11,Female,38,09/04/10,1,Saloon,,Kia,,,CarSafe,0
ID_1XKMAZ8,06/12/10,05/12/11,Male,50,06/12/10,1,Saloon,,Nissan,,,CarSafe,0
ID_1Y42YZB,18/11/10,17/11/11,Male,33,18/11/10,1,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_1Y74YD8,28/10/10,27/10/11,Male,46,28/10/10,1,,,,,,Car Classic,0
ID_1YA8GE7,28/02/10,27/02/11,Male,61,28/02/10,4,,,Mitsubishi,Victoria Island,Lagos,Car Classic,0
ID_1YBDW92,16/07/10,15/07/11,Male,29,16/07/10,1,JEEP,Ash,TOYOTA,,,Car Classic,0
ID_1YDQL70,11/10/10,10/10/11,Male,31,11/10/10,1,,,,,,Car Classic,0
ID_1YG0I0O,05/10/10,04/10/11,NOT STATED,40,05/10/10,1,,,,,,CarSafe,0
ID_1YLT3GP,23/10/10,22/10/11,Joint Gender,45,23/10/10,1,,,,,,CarSafe,0
ID_1YP5ZR7,10/04/10,09/04/11,Male,37,10/04/10,1,JEEP,,Honda,,,CarSafe,0
ID_1YSVH9Q,09/12/10,08/12/11,Male,32,09/12/10,1,,,,,,CarSafe,0
ID_1YUR6KS,27/11/10,26/11/11,Male,41,27/11/10,1,,,,,,CarSafe,0
ID_1YVXEJZ,01/06/10,31/05/11,Entity,93,01/06/10,7,Saloon,,TOYOTA,Lagos Island,Lagos,CarSafe,0
ID_1YVYDZR,17/07/10,16/07/11,Female,46,17/07/10,2,Saloon,Grey,Honda,Kosofe,Benue,Car Classic,0
ID_1YY52QG,02/05/10,26/01/11,Female,36,02/05/10,1,JEEP,Silver,Mercedes,,,Car Classic,0
ID_1Z9E2YP,21/10/10,19/10/11,Female,38,21/10/10,1,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_1ZBH12O,09/03/10,08/03/11,Male,50,09/03/10,1,Saloon,,Nissan,Amuwo-Odofin,Amuwo-Odofin,CarSafe,0
ID_1ZCHF0O,06/05/10,05/05/11,Male,60,06/05/10,1,Saloon,,Kia,,,CarSafe,0
ID_1ZGCETV,13/12/10,12/12/11,Male,46,13/12/10,1,,,,,,CarSafe,0
ID_1ZM6AAT,05/10/10,04/10/11,Female,41,05/10/10,2,Saloon,Black,TOYOTA,Eti-Osa,Eti-Osa,Car Classic,0
ID_1ZRCPZ1,15/01/10,14/01/11,Female,12,15/01/10,3,Saloon,,Kia,Victoria Island,Lagos,Customized Motor,0
ID_1ZVAKHA,14/01/10,13/01/11,Entity,120,14/01/10,4,Truck,,Mercedes,Ikoyi,Lagos,CVTP,0
ID_1ZVEHPG,16/05/10,15/05/11,Female,37,16/05/10,2,Saloon,Black,TOYOTA,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_1ZX8564,08/08/10,07/08/11,Male,50,08/08/10,2,,Gray & Silver,Ford,Ikeja,Lagos,Car Classic,0
ID_20B6BV6,16/01/10,15/01/11,Male,30,16/01/10,2,,As Attached,TOYOTA,Victoria Island,Lagos,CVTP,0
ID_20C9H5V,23/12/10,22/12/11,Male,1,23/12/10,1,,,,,,CarSafe,0
ID_20D6UZN,25/07/10,21/07/11,Male,30,25/07/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_20GFWO2,01/01/10,31/12/10,Joint Gender,44,01/01/10,1,Saloon,As Attached,Honda,Ikeja,Lagos,Car Classic,0
ID_20N6COJ,20/12/10,19/12/11,Female,31,20/12/10,1,,,,,,Car Classic,0
ID_20TDP9Q,28/02/10,27/02/11,Male,58,28/02/10,1,JEEP,,Volkswagen,Lagos,Lagos,Car Classic,0
ID_20Z3126,25/06/10,24/06/11,Male,61,25/06/10,1,Saloon,,Mitsubishi,,,CarSafe,0
ID_20ZN7OW,21/08/10,05/04/11,Male,36,21/08/10,1,,,,,,Car Classic,1
ID_213L20T,09/01/10,08/01/11,Male,50,09/01/10,1,Saloon,,Hyundai,,,CarSafe,0
ID_216GO93,21/12/10,20/12/11,Male,49,21/12/10,1,,,,,,CarSafe,0
ID_217IWLN,21/12/10,20/12/11,Male,54,21/12/10,1,,,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_21ANRC4,23/07/10,22/07/11,Male,58,23/07/10,1,JEEP,Black,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_21D1IFT,20/11/10,19/11/11,Female,31,20/11/10,1,Saloon,Red,Kia,Surulere,Lagos,Car Classic,0
ID_21EJ8JM,12/03/10,11/03/11,Joint Gender,20,12/03/10,2,,Black,Kia,Lagos,Lagos,Customized Motor,0
ID_21J5SIS,10/05/10,09/05/11,Male,56,10/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_21MB4SW,30/01/10,29/01/11,Male,30,30/01/10,1,Saloon,,TOYOTA,Lagos,Lagos,Car Classic,1
ID_21MVAUR,27/03/10,26/03/11,Male,36,27/03/10,1,Saloon,,TOYOTA,Surulere,Lagos,CarSafe,0
ID_21NF3KX,07/01/10,06/01/11,Female,32,07/01/10,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_21TCB94,12/03/10,11/03/11,Female,49,12/03/10,1,,,Ford,Eti-Osa,Eti-Osa,Car Classic,0
ID_21U1CV6,07/08/10,06/08/11,Male,52,07/08/10,3,,As Attached,TOYOTA,Apapa,Lagos,CVTP,1
ID_21VW6BV,29/12/10,28/12/11,Male,48,29/12/10,1,JEEP,,TOYOTA,Oguta,Imo,Customized Motor,0
ID_220CUVZ,26/07/10,25/07/11,Male,65,26/07/10,1,Saloon,Gold,TOYOTA,,,Car Classic,0
ID_220S94T,12/04/10,12/04/11,Male,45,12/04/10,1,Saloon,,Honda,,,CarFlex,1
ID_221EPVE,30/10/10,29/10/11,Female,31,30/10/10,1,,,,,,Car Classic,0
ID_221X2T3,28/08/10,27/08/11,Female,38,28/08/10,1,Saloon,,TOYOTA,Surulere,Lagos,Car Classic,0
ID_222Z8TU,22/10/10,21/10/11,Female,31,22/10/10,1,,,,,,CarSafe,0
ID_227P0O1,24/05/10,23/05/11,Male,36,24/05/10,2,Saloon,Gold,Honda,Surulere,Lagos,Car Plus,0
ID_2282GBA,21/08/10,19/02/11,Female,37,21/08/10,1,Saloon,Black,TOYOTA,Abuja,Abuja,Car Plus,0
ID_22D90F7,11/12/10,10/12/11,Female,45,11/12/10,2,,,Lexus,Biase,Benue,Customized Motor,0
ID_22EC8HR,01/11/10,05/02/11,Male,39,01/11/10,1,,,,,,Car Classic,0
ID_22EQ15W,05/08/10,04/08/11,Male,41,05/08/10,1,,,,,,CarSafe,0
ID_22HP2UK,26/11/10,25/11/11,NOT STATED,40,26/11/10,1,Saloon,,Lexus,,,CarSafe,0
ID_22JXFJX,20/08/10,19/08/11,Male,50,20/08/10,1,,,Mercedes,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_22O3EKD,07/08/10,06/08/11,Male,34,07/08/10,1,Saloon,,BMW,Victoria Island,Lagos,Car Classic,1
ID_22OTNSM,30/07/10,29/07/11,Joint Gender,38,30/07/10,1,Saloon,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_230107Q,21/11/10,20/11/11,Male,40,21/11/10,1,Saloon,,Honda,,,CarSafe,0
ID_230HBPV,15/03/10,14/03/11,Female,31,15/03/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_233T3N9,27/03/10,26/03/11,Entity,120,27/03/10,2,,As Attached,TOYOTA,Victoria Island,Lagos,CVTP,0
ID_23FKMWA,10/07/10,08/07/11,Male,41,10/07/10,1,Saloon,,Volvo,,,CarSafe,0
ID_23MRYXW,07/06/10,06/06/11,Female,45,07/06/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_23PC8LI,18/10/10,17/10/11,Male,59,18/10/10,1,,,,Victoria Island,Lagos,Car Classic,0
ID_23Q910Q,31/05/10,30/05/11,Male,45,31/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_23X554C,20/12/10,19/12/11,Male,40,20/12/10,1,JEEP,Green,Mercedes,Ikeja,Lagos,Car Classic,0
ID_245SX2H,25/04/10,24/04/11,Female,36,25/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_2473BZA,03/07/10,02/07/11,Male,30,03/07/10,1,Saloon,Black,Mercedes,,,CarSafe,0
ID_247PH1W,01/06/10,31/05/11,Entity,93,01/06/10,7,Truck,,Man,Lagos Island,Lagos,CVTP,0
ID_2484F7U,19/10/10,18/04/41,Male,36,19/10/10,1,Saloon,,TOYOTA,,,CarFlex,0
ID_2496Y9X,04/07/10,03/07/11,Male,56,04/07/10,1,JEEP,Black,Jeep,Shagamu,Ogun,Car Classic,0
ID_24BNDUP,12/07/10,11/07/11,Male,35,12/07/10,1,Saloon,Black,TOYOTA,Nnewi North,Nnewi-North,Car Classic,0
ID_24L7FGF,19/12/10,18/06/11,Joint Gender,33,19/12/10,1,Saloon,Grey,TOYOTA,,,Car Classic,1
ID_24LKIDN,21/03/10,20/03/11,Male,42,21/03/10,2,JEEP,Silver,Lexus,,,Car Classic,1
ID_24NYVKG,27/05/10,26/05/11,Female,45,27/05/10,1,JEEP,As Attached,Kia,,,Car Classic,0
ID_24O7SS5,13/11/10,12/11/11,Male,35,13/11/10,1,,,,,,CarSafe,0
ID_24U6XP5,09/01/10,08/01/11,Male,50,09/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_24ZTR9A,26/11/10,25/11/11,Male,29,26/11/10,1,,,,,,Car Classic,0
ID_250YIF0,17/12/10,16/12/11,Male,35,17/12/10,1,,,,,,CarSafe,0
ID_2529E17,15/03/10,14/03/11,Female,39,15/03/10,1,JEEP,Ash,Lexus,Surulere,Lagos,Car Classic,0
ID_2564IU4,05/08/10,02/04/11,Male,26,05/08/10,1,,,,,,Car Plus,1
ID_259XHKT,30/05/10,29/05/11,Male,57,30/05/10,1,JEEP,Black,Ford,Aboh-Mbaise,Aboh-Mbaise,Car Classic,0
ID_25C7X3A,19/11/10,18/11/11,Female,51,19/11/10,2,JEEP,,Lexus,Ketu,Lagos,Car Classic,0
ID_25CHSGU,08/01/10,07/01/11,Female,42,08/01/10,1,JEEP,Black,Honda,Kosofe,Benue,Car Classic,0
ID_25KENJ2,04/07/10,06/01/11,Male,44,04/07/10,1,,,,Victoria Island,Lagos,Car Classic,0
ID_25TO8OX,28/02/10,27/02/11,Female,29,28/02/10,1,Saloon,Black,TOYOTA,,,Car Classic,0
ID_25TUDUF,18/06/10,17/06/11,Male,42,18/06/10,1,Saloon,Silver,TOYOTA,Lekki,Lagos,Car Classic,1
ID_2652VPJ,14/06/10,13/06/11,NO GENDER,26,14/06/10,1,Saloon,Black,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_268YYWJ,14/10/10,25/04/11,Male,40,14/10/10,1,JEEP,Black,Lexus,Eti-Osa,Eti-Osa,Car Classic,0
ID_26G7UUU,27/02/10,26/02/11,Male,56,27/02/10,4,,,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_26J60IE,17/09/10,16/09/11,Male,38,17/09/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_26L5VPV,16/05/10,15/05/11,Male,33,16/05/10,1,Saloon,,Mercedes,,,CarSafe,0
ID_26RG0RP,10/02/10,09/02/11,Joint Gender,20,10/02/10,1,Saloon,,TOYOTA,Aguda,Benue,Car Classic,0
ID_26SZHKE,23/06/10,22/06/11,Female,37,23/06/10,1,Saloon,White,TOYOTA,,,Car Classic,0
ID_26UFQRI,03/04/10,02/04/11,Male,54,03/04/10,1,Pick Up,,TOYOTA,IBADAN NORTH EAST,Oyo,Car Classic,0
ID_270JJLL,06/02/10,05/02/11,Male,47,06/02/10,1,Saloon,Gold,TOYOTA,,,Car Classic,0
ID_273AUR7,20/12/10,19/12/11,Male,50,20/12/10,1,,,,,,CarSafe,0
ID_274J32T,03/07/10,07/04/11,Male,43,03/07/10,1,JEEP,Black,Mercedes,Victoria Island,Lagos,Car Classic,0
ID_275IHVT,30/07/10,29/07/11,Male,40,30/07/10,1,Saloon,,Pontiac,,,CarSafe,0
ID_275YYCT,28/05/10,27/05/11,Female,34,28/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_27FGHM6,07/11/10,06/11/11,Female,22,07/11/10,1,,,,,,Car Classic,0
ID_27HBJHL,07/02/10,06/02/11,Female,42,07/02/10,1,Saloon,,TOYOTA,,,Car Plus,1
ID_27HH31D,31/07/10,30/07/11,Male,31,31/07/10,1,Saloon,Wine,Honda,,,Car Classic,1
ID_27I8T8L,27/08/10,26/08/11,Male,120,27/08/10,1,,,,Victoria Island,Lagos,CVTP,0
ID_27INN50,04/04/10,03/04/11,Male,50,04/04/10,1,Saloon,,TOYOTA,Surulere,Lagos,CarSafe,0
ID_27N59W9,08/05/10,07/05/11,Female,39,08/05/10,1,Saloon,,TOYOTA,,,Car Classic,0
ID_27SJAPW,05/07/10,04/07/11,Male,57,05/07/10,2,JEEP,Black,TOYOTA,Akinyele,Benue,Car Classic,0
ID_27TXJNQ,28/06/10,27/06/11,Female,46,28/06/10,1,JEEP,Silver,Range Rover,Lekki,Lagos,Customized Motor,0
ID_284CGBB,26/02/10,25/02/11,Entity,10,26/02/10,3,JEEP,Black,Honda,Abuja Municipal,Abuja-Municipal,Car Plus,1
ID_28HM2WQ,11/04/10,10/04/11,,76,11/04/10,1,JEEP,,Mercedes,Victoria Island,Lagos,Customized Motor,0
ID_28I651U,30/01/10,29/01/11,Male,27,30/01/10,1,Saloon,,Kia,,,CarSafe,0
ID_28L91KT,27/03/10,26/03/11,Male,48,27/03/10,1,,,Lexus,Oshodi-Isolo,Oshodi-Isolo,Customized Motor,0
ID_28MEXRG,19/02/10,18/02/11,Female,41,19/02/10,1,Saloon,Green,TOYOTA,Abuja,Abuja,Car Classic,0
ID_28VH6AT,16/05/10,15/05/11,Male,32,16/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_290FHQS,23/05/10,22/05/11,Male,50,23/05/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_293XN3G,26/02/10,25/02/11,Female,35,26/02/10,2,Saloon,,Honda,Surulere,Lagos,CarSafe,0
ID_294AR5W,14/12/10,13/12/11,Male,47,14/12/10,1,Saloon,,Nissan,,,CarSafe,0
ID_295JX9V,25/11/10,24/11/11,Female,1,25/11/10,1,,,,,,CarSafe,0
ID_298FD5Q,20/09/10,19/09/11,Male,49,20/09/10,1,,,,,,Car Classic,0
ID_29A33DB,16/04/10,15/04/11,Male,59,16/04/10,2,Pick Up > 3 Tons,Silver,Honda,Oyo,Oyo,Customized Motor,0
ID_29CPSZQ,01/03/10,01/03/11,Male,37,01/03/10,1,Saloon,Grey,Honda,Yaba,Benue,Car Classic,0
ID_29KVP8L,28/11/10,27/11/11,Female,41,28/11/10,1,,,,Jos North,Jos-North,Car Classic,0
ID_29UJFZE,26/04/10,25/04/11,Male,43,26/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_2AK3YJ3,12/07/10,11/07/11,Male,36,12/07/10,2,JEEP,,Mercedes,,,Car Classic,0
ID_2AMSVDM,01/01/10,31/12/10,Male,20,01/01/10,1,Saloon,,TOYOTA,Lagos,Lagos,Car Classic,0
ID_2APCKQN,17/06/10,16/06/11,Male,58,17/06/10,1,Saloon,Grey,TOYOTA,,,Car Classic,0
ID_2APSL2N,08/04/10,07/04/11,Male,39,08/04/10,1,Saloon,,Honda,,,CarSafe,0
ID_2AWV271,18/02/10,17/02/11,Male,46,18/02/10,1,Saloon,,Kia,Abuja Municipal,Abuja-Municipal,CarSafe,0
ID_2B10EU2,21/02/10,20/02/11,Male,50,21/02/10,1,Saloon,,Honda,Akoko North West,Akoko-West,CarSafe,0
ID_2B4NVBZ,15/01/10,14/01/11,,12,15/01/10,3,Saloon,,Kia,Victoria Island,Lagos,Customized Motor,0
ID_2BEK8QW,25/04/10,09/03/11,Male,31,25/04/10,2,Saloon,Red,TOYOTA,OGBA,Benue,Car Classic,1
ID_2BJMJPZ,27/01/10,26/01/11,Male,37,27/01/10,1,,Black,Ford,Surulere,Lagos,Car Classic,1
ID_2BLSBO8,27/03/10,25/03/11,Female,77,27/03/10,1,Saloon,Black,Honda,,,Car Classic,0
ID_2BNVSBI,06/11/10,04/03/11,Male,12,06/11/10,2,,Black,Lexus,Lekki,Lagos,Customized Motor,0
ID_2BYCR2Z,19/10/10,18/10/11,Male,32,19/10/10,1,Saloon,Silver,TOYOTA,,,Car Classic,0
ID_2C0P0AU,16/09/10,22/05/11,Male,46,16/09/10,2,,,Mercedes,,,Customized Motor,0
ID_2C1G6X9,27/02/10,26/02/11,Male,50,27/02/10,1,Saloon,,Kia,Ikeja,Lagos,CarSafe,0
ID_2C1KUB8,24/09/10,22/09/11,Male,53,24/09/10,1,,,,,,CarFlex,0
ID_2C6293R,15/04/10,14/04/11,Male,41,15/04/10,1,Saloon,Blue,TOYOTA,,,Car Classic,1
ID_2C775KM,26/05/10,25/05/11,Male,19,26/05/10,1,Saloon,Grey,TOYOTA,Victoria Island,Lagos,CarSafe,0
ID_2C7J8P1,01/08/10,31/07/11,Male,36,01/08/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2C7YUAU,01/07/10,30/06/11,Female,51,01/07/10,4,JEEP,Black,Honda,Lagos Mainland,Lagos,Car Classic,0
ID_2CFW65E,23/05/10,22/05/11,Female,79,23/05/10,1,JEEP,Black,TOYOTA,Oredo,Benue,Car Classic,1
ID_2CJVF2T,20/09/10,19/09/11,,120,20/09/10,2,Saloon,Blue,TOYOTA,,,Car Classic,0
ID_2CLTGI7,07/03/10,06/03/11,Male,68,07/03/10,1,Saloon,,TOYOTA,Warri Central,Warri-Central,CarSafe,0
ID_2CMVZRH,09/02/10,08/02/11,Female,45,09/02/10,1,Saloon,,TOYOTA,,,CarFlex,0
ID_2CR4BW9,26/04/10,25/04/11,Male,38,26/04/10,2,Saloon,Black,Mercedes,Ilupeju,Lagos,Car Plus,0
ID_2CX3KX2,12/11/10,11/11/11,Female,45,12/11/10,1,,,,,,Car Classic,0
ID_2D2T6FA,31/10/10,30/10/11,Male,45,31/10/10,1,JEEP,,TOYOTA,Ajah,Lagos,Car Classic,0
ID_2D5660G,05/03/10,04/03/11,Male,50,05/03/10,1,Saloon,,Infiniti,Lagos Island,Lagos,CarSafe,0
ID_2D59DJ5,13/03/10,12/03/11,Male,40,13/03/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2DAPOM1,21/05/10,20/05/11,Male,61,21/05/10,1,Mini Bus,,Ford,,,CarSafe,0
ID_2DCHILX,12/04/10,11/04/11,Male,33,12/04/10,2,Saloon,Black,TOYOTA,,,Car Classic,0
ID_2DCJG5Y,09/12/10,08/12/11,Female,40,09/12/10,1,Saloon,Ash,Hyundai,,,Car Classic,0
ID_2DF1Y6K,19/07/10,18/07/11,Female,51,19/07/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2DIW77G,30/05/10,29/05/11,Male,80,30/05/10,1,,As Attached,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_2DL1VCD,06/04/10,05/04/11,Male,36,06/04/10,1,Saloon,Silver,TOYOTA,Surulere,Lagos,Car Classic,0
ID_2DLO8BB,07/03/10,06/03/11,Male,38,07/03/10,1,Saloon,Black,Audi,Eti-Osa,Eti-Osa,Car Classic,0
ID_2DLP7AX,02/07/10,31/12/10,Male,120,02/07/10,1,,Blue,Iveco,Victoria Island,Lagos,CVTP,0
ID_2DTQ22D,20/08/10,18/02/11,Male,40,20/08/10,1,,,,,,Car Classic,0
ID_2DXWUFO,23/09/10,22/09/11,Female,32,23/09/10,1,Saloon,As Attached,TOYOTA,Calabar,Cross-River,Car Classic,0
ID_2EBS770,28/07/10,27/07/11,Male,40,28/07/10,2,Saloon,White,Mercedes,OGBA,Benue,Car Plus,0
ID_2EDP72K,01/11/10,31/10/11,Male,41,01/11/10,1,,,,,,CarSafe,0
ID_2EEABVW,21/10/10,20/10/11,Female,76,21/10/10,1,,,,Jos South,Jos-South,Car Classic,0
ID_2EEXT9I,27/11/10,26/11/11,Male,30,27/11/10,1,,,,,,CarSafe,0
ID_2ELF7ON,09/01/10,08/01/11,Male,57,09/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2EOW8OM,23/01/10,22/01/11,NOT STATED,35,23/01/10,1,Saloon,Green,TOYOTA,,,Car Classic,1
ID_2EULIGC,29/01/10,28/01/11,Female,50,29/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2EY6C5L,12/03/10,10/03/11,Male,42,12/03/10,1,Saloon,Wine,Honda,,,Car Classic,0
ID_2FCKHW9,25/10/10,27/07/11,Male,37,25/10/10,1,Saloon,Green,TOYOTA,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_2FES1X4,27/04/10,26/04/11,Male,37,27/04/10,2,Saloon,,Lexus,,,CarSafe,0
ID_2FLHPHO,06/05/10,05/05/11,Female,68,06/05/10,1,JEEP,Silver,Hyundai,,,Car Classic,0
ID_2FP05DI,18/06/10,17/06/11,NOT STATED,31,18/06/10,1,Saloon,,Volkswagen,,,CarSafe,0
ID_2FQ5FIY,02/10/10,01/10/11,Female,62,02/10/10,1,,,,,,CarSafe,0
ID_2FQNIOS,12/12/10,11/06/11,Female,33,12/12/10,1,,,,,,Car Classic,0
ID_2FSH3ZL,09/04/10,04/04/11,Female,30,09/04/10,1,Saloon,Green,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_2FVQ9ZF,05/02/10,04/02/11,Male,30,05/02/10,1,Saloon,White,TOYOTA,Lekki,Lagos,Car Classic,1
ID_2G3EKVV,22/10/10,31/12/10,,38,22/10/10,1,,Black,Audi,Victoria Island,Lagos,Customized Motor,0
ID_2G4R4G7,04/02/10,03/02/11,Male,30,04/02/10,2,Saloon,Black,Honda,Obia/Akpor,Obia-Akpor,Car Classic,0
ID_2GEONJS,29/01/10,28/01/11,Male,40,29/01/10,1,Saloon,,Honda,,,Car Classic,0
ID_2GEVJUU,30/01/10,29/01/11,Male,40,30/01/10,2,,,Honda,Port Harcourt,Rivers,Car Classic,0
ID_2GHGBPT,25/03/10,24/03/11,Female,40,25/03/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2GK0PV3,08/11/10,07/11/11,Male,44,08/11/10,1,Saloon,Black,TOYOTA,Ifako-Ijaye ,Ifako-Ijaye,Car Classic,0
ID_2GPGNHH,12/07/10,11/07/11,Male,34,12/07/10,1,Saloon,Red,TOYOTA,,,Car Classic,1
ID_2GPSPBI,24/09/10,23/09/11,Male,1,24/09/10,2,,,,,,Car Classic,0
ID_2GZPV2U,29/03/10,28/03/11,Joint Gender,45,29/03/10,1,JEEP,Black,Honda,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_2H00MXY,14/02/10,13/02/11,Female,41,14/02/10,1,Saloon,,Hyundai,Onitsha North,Onitsha-North,Car Classic,0
ID_2H05IGQ,15/01/10,14/01/11,Male,68,15/01/10,1,Saloon,,Hyundai,Warri Central,Warri-Central,CarSafe,0
ID_2H2M0RX,15/10/10,10/07/11,Female,45,15/10/10,1,JEEP,Blue,Mercedes,,,Car Classic,1
ID_2H55IJT,25/06/10,24/06/11,Male,43,25/06/10,2,JEEP,Black,Lexus,Shomolu,Benue,Car Classic,0
ID_2H5MGUY,07/02/10,06/02/11,Male,41,07/02/10,1,Saloon,,Suzuki,,,CarSafe,0
ID_2H7TT8K,08/01/10,07/01/11,NOT STATED,40,08/01/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2H9ZD9D,02/11/10,01/11/11,Male,36,02/11/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2HASJN3,06/07/10,05/07/11,Female,38,06/07/10,1,Saloon,Green,Hyundai,Port Harcourt,Rivers,Car Classic,0
ID_2HHS23N,21/10/10,20/10/11,Male,50,21/10/10,1,Saloon,,Honda,,,CarSafe,0
ID_2HJAGTZ,20/12/10,19/12/11,Male,58,20/12/10,1,Saloon,,TOYOTA,,,CarSafe,0
ID_2HQ06E4,07/11/10,06/11/11,Male,43,07/11/10,2,Saloon,Black,TOYOTA,Abuja Municipal,Abuja-Municipal,Car Classic,0
ID_2HTCFLG,24/09/10,23/09/11,Joint Gender,73,24/09/10,1,JEEP,Black,Honda,Lagos Mainland,Lagos,Car Classic,0
ID_2HTJMUX,10/04/10,09/04/11,Female,34,10/04/10,1,Saloon,Ash,TOYOTA,AKUTE,Benue,Car Classic,0
ID_2I4727E,07/03/10,06/03/11,Male,56,07/03/10,2,Saloon,,TOYOTA,Aniocha South,Aniocha-South,Car Classic,0
ID_2ILL58B,21/06/10,20/06/11,Female,70,21/06/10,2,Saloon,,TOYOTA,Victoria Island,Lagos,Car Classic,1
ID_2IMEOEN,06/06/10,05/06/11,Male,42,06/06/10,1,Saloon,Grey,TOYOTA,Lekki,Lagos,Car Classic,0
ID_2IN8QOA,04/09/10,03/09/11,Female,36,04/09/10,1,JEEP,Grey,TOYOTA,,,Car Classic,0
ID_2INUI1S,27/02/10,26/02/11,Male,46,27/02/10,2,Mini Bus,Gold,TOYOTA,Victoria Island,Lagos,Car Classic,0
ID_2IOQAKR,21/02/10,20/02/11,Male,51,21/02/10,1,JEEP,Black,TOYOTA,Lagos Mainland,Lagos,Car Classic,0
ID_2IORD25,24/12/10,23/12/11,,64,24/12/10,1,,,,Victoria Island,Lagos,Car Classic,0
ID_2IQMA29,20/03/10,19/03/11,Male,34,20/03/10,1,,Ash,Lexus,Ibeju/Lekki,Ibeju-Lekki,Car Classic,0
ID_2IRJIXX,05/03/10,04/03/11,Male,39,05/03/10,1,,White,TOYOTA,,,Car Plus,0
ID_2ITZL8T,03/01/10,02/01/11,Male,47,03/01/10,1,Saloon,,Honda,,,Car Classic,0
